"Marca";"modelo_serie";"Gbs";"Preço";"Referência";"carimbo_de_data_hora";"com_que_frequencia_costuma_jogar_games";"idade_anos";"genero";"estado_de_residencia";"situacao_atual";"grau_de_escolaridade";"qual_plataforma_prefere_usar_para_jogar";"voce_conhece_os_componentes_do_seu_computador_processador_placa_de_video_e_memoria_ram";"quantos_gigabytes_de_memoria_ram";"qual_a_marca_do_seu_processador";"qual_o_modelo_do_processador";"a_maioria_das_suas_pecas_foram_compradas_em";"qual_console_voce_possui";"o_seu_console_mais_recente_foi_comprado_em";"qual_seu_estilo_de_jogo_favorito";"qual_seu_jogo_preferido";"em_media_quanto_costuma_gastar_mensalmente_com_jogos"
"nvidia";"gtx 1070";"8 GB";"2300";"https://produto.mercadolivre.com.br/MLB-1262999592-placa-de-video-asus-dual-geforce-gtx-1070-8gb-_JM";2019-06-21 19:17:33;"Frequentemente";16;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Fundamental Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 7700k";"Loja virtual";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação";"Counter Strike: Global Offensive (CS:GO)";"mais de R$200"
"nvidia";"gtx 1070";"8 GB";"2300";"https://produto.mercadolivre.com.br/MLB-1262999592-placa-de-video-asus-dual-geforce-gtx-1070-8gb-_JM";2019-06-21 21:26:17;"Frequentemente";17;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i7 6700";"Loja virtual";NA;NA;"FPS/TPS, MOBA, Sobrevivência";"League of Legends";"R$1 a R$50"
"nvidia";"gtx 1070";"8 GB";"2300";"https://produto.mercadolivre.com.br/MLB-1262999592-placa-de-video-asus-dual-geforce-gtx-1070-8gb-_JM";2019-06-22 16:19:50;"Frequentemente";17;"Homem";"Santa Catarina – SC";"Não Estuda e Não Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 7700k";"Loja virtual";NA;NA;"FPS/TPS, Mundo Aberto, Sobrevivência";"PUBG";"Nada"
"nvidia";"gtx 1070";"8 GB";"2300";"https://produto.mercadolivre.com.br/MLB-1262999592-placa-de-video-asus-dual-geforce-gtx-1070-8gb-_JM";2019-06-22 20:22:00;"Frequentemente";24;"Mulher";"Paraná – PR";"Só Estuda";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i7";"Loja virtual";NA;NA;"ARCADE, Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG";"Overwatch";"R$1 a R$50"
"nvidia";"gtx 1070";"8 GB";"2300";"https://produto.mercadolivre.com.br/MLB-1262999592-placa-de-video-asus-dual-geforce-gtx-1070-8gb-_JM";2019-06-22 22:55:43;"Regularmente";30;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"AMD";"Ryzen";"Loja virtual";NA;NA;"FPS/TPS, RPG/MMORPG";"WoW";"R$1 a R$50"
"nvidia";"gtx 1070";"8 GB";"2300";"https://produto.mercadolivre.com.br/MLB-1262999592-placa-de-video-asus-dual-geforce-gtx-1070-8gb-_JM";2019-06-23 11:52:38;"Frequentemente";20;"Homem";"Espírito Santo – ES";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 8700";"Loja virtual";NA;NA;"FPS/TPS, MOBA, RPG/MMORPG";"Sekiro";"Nada"
"nvidia";"gtx 1080";"8 GB";"3067.01";"https://www.pichau.com.br/placa-de-video-zotac-geforce-gtx-1080-8gb-gddr5x-mini-256-bit-zt-p10800h-10p";2019-06-17 22:50:49;"Regularmente";18;"Homem";"Minas Gerais – MG";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"Intel core i9-9900k";"Loja virtual";NA;NA;"ARCADE, Aventura, Corrida, Esporte, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror, Todo tipo eu curto";"Monsters hunter";"R$51 a R$100"
"nvidia";"gtx 1080";"8 GB";"3067.01";"https://www.pichau.com.br/placa-de-video-zotac-geforce-gtx-1080-8gb-gddr5x-mini-256-bit-zt-p10800h-10p";2019-06-20 20:52:06;"Frequentemente";19;"Homem";"Minas Gerais – MG";"Só Estuda";"Ensino Fundamental Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i7 8700k";"Loja virtual";NA;NA;"FPS/TPS";"CS GO";"R$1 a R$50"
"nvidia";"gtx 1080";"8 GB";"3067.01";"https://www.pichau.com.br/placa-de-video-zotac-geforce-gtx-1080-8gb-gddr5x-mini-256-bit-zt-p10800h-10p";2019-06-20 21:54:48;"Frequentemente";19;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"mais de 16 GB";"Intel";"I9 7900x";"Loja física";NA;NA;"ARCADE, Aventura, Corrida, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror, Run'n  gun";"A serie Zelda";"mais de R$200"
"nvidia";"gtx 1080";"8 GB";"3067.01";"https://www.pichau.com.br/placa-de-video-zotac-geforce-gtx-1080-8gb-gddr5x-mini-256-bit-zt-p10800h-10p";2019-06-20 23:40:10;"Regularmente";25;"Homem";"São Paulo – SP";"Só Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 7700k";"Loja virtual";NA;NA;"Corrida, Esporte, FPS/TPS, MOBA, Sobrevivência";"LOL/CSGO/PUBG";"R$1 a R$50"
"nvidia";"gtx 1080";"8 GB";"3067.01";"https://www.pichau.com.br/placa-de-video-zotac-geforce-gtx-1080-8gb-gddr5x-mini-256-bit-zt-p10800h-10p";2019-06-21 00:08:23;"Frequentemente";29;"Homem";"São Paulo – SP";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 7700";"Loja virtual";NA;NA;"Aventura, Corrida, FPS/TPS, RPG/MMORPG, Simulação";"Destiny";"R$51 a R$100"
"nvidia";"gtx 1080";"8 GB";"3067.01";"https://www.pichau.com.br/placa-de-video-zotac-geforce-gtx-1080-8gb-gddr5x-mini-256-bit-zt-p10800h-10p";2019-06-23 10:18:55;"Frequentemente";26;"Homem";"São Paulo – SP";"Só Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 4790k";"Loja virtual";NA;NA;"Mundo Aberto, RPG/MMORPG, Sobrevivência";"Rocket League, Bloodstained";"R$1 a R$50"
"nvidia";"gtx 1660";"6 GB";"1329.29";"https://www.kabum.com.br/cgi-local/site/produtos/descricao_ofertas.cgi?codigo=101233&gclid=EAIaIQobChMI0dC9xIac4wIVQQWRCh3cfA6AEAQYASABEgKzffD_BwE";2019-06-21 21:15:37;"Frequentemente";19;"Homem";"São Paulo – SP";"Não Estuda e Não Trabalha";"Ensino Fundamental Completo";"Desktop (PC de mesa)";"Sim";"mais de 16 GB";"Intel";"I3 8100";"Loja virtual";NA;NA;"ARCADE, Aventura, Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror";"Fallout New Vegas";"R$51 a R$100"
"nvidia";"gtx 1660";"6 GB";"1329.29";"https://www.kabum.com.br/cgi-local/site/produtos/descricao_ofertas.cgi?codigo=101233&gclid=EAIaIQobChMI0dC9xIac4wIVQQWRCh3cfA6AEAQYASABEgKzffD_BwE";2019-06-22 20:30:57;"Frequentemente";14;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Fundamental Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I3 8400";"Loja virtual";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, Sobrevivência";"Fortinite";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-17 21:20:51;"Frequentemente";21;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5 8400";"Loja física";NA;NA;"MOBA, RPG/MMORPG, Sobrevivência";"League of Legends";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-18 10:35:34;"Frequentemente";21;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i3 6100";"Loja virtual";NA;NA;"FPS/TPS, MOBA, RPG/MMORPG, Terror";"Bioshock 2";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-20 01:32:32;"Frequentemente";23;"Homem";"Rio Grande do Sul – RS";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"Intel Core I3 7100";"Loja virtual";NA;NA;"Aventura, Mundo Aberto, RPG/MMORPG";"Saga Assassin's Creed e Saga Pokémon";"R$151 a R$200"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-20 17:59:31;"Frequentemente";18;"Homem";"São Paulo – SP";"Não Estuda e Não Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i3-7100";"Loja virtual";NA;NA;"FPS/TPS";"csgo";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-20 18:12:36;"Regularmente";19;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"Ryzen 7 1700";"Loja virtual";NA;NA;"Aventura, Esporte, FPS/TPS";"CS:GO";"Nada"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-20 18:32:37;"Frequentemente";18;"Homem";"Santa Catarina – SC";"Só Estuda";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5 4590";"Loja virtual";NA;NA;"FPS/TPS";"CSGO";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-20 19:41:52;"Frequentemente";15;"Mulher";"São Paulo – SP";"Só Estuda";"Ensino Fundamental Incompleto";"Desktop (PC de mesa)";"Sim";"4 GB";"Intel";"Pentium G456";"Loja física";NA;NA;"Luta, Simulação";"Cs Go";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-20 19:41:56;"Frequentemente";15;"Mulher";"São Paulo – SP";"Só Estuda";"Ensino Fundamental Incompleto";"Desktop (PC de mesa)";"Sim";"4 GB";"Intel";"Pentium G456";"Loja física";NA;NA;"Luta, Simulação";"Cs Go";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-20 20:04:17;"Regularmente";33;"Homem";"São Paulo – SP";"Só Trabalha";"Ensino Médio Completo";"Notebook";"Sim";"16 GB";"Intel";"I7 7700 HQ";"Loja virtual";NA;NA;"ARCADE, Esporte, FPS/TPS";"CSGO";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-20 21:20:12;"Regularmente";22;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5 7400";"Loja virtual";NA;NA;"Aventura, FPS/TPS, MOBA, Sobrevivência";"Counter Strike GO";"Nada"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-20 22:43:30;"Frequentemente";21;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5 7400";"Loja física";NA;NA;"Aventura, Luta, MOBA, RPG/MMORPG";"Crash";"R$151 a R$200"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-20 22:49:08;"Frequentemente";21;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"Amdfx8300";"Loja física";NA;NA;"MOBA, Mundo Aberto, RPG/MMORPG";"Lol";"R$151 a R$200"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-21 00:14:13;"Frequentemente";19;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"4 GB";"Intel";"I5 2400";"Loja virtual";NA;NA;"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência";"Destiny 2";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-21 07:32:59;"Frequentemente";19;"Homem";"Paraná – PR";"Só Estuda";"Ensino Superior Incompleto";"Notebook";"Sim";"16 GB";"Intel";"i7 7700k";"Loja virtual";NA;NA;"FPS/TPS, MOBA, Mundo Aberto";"Elite Dangerous";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-21 07:53:28;"Regularmente";26;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"12 GB";"AMD";"Fx8350";"Loja virtual";NA;NA;"ARCADE, Aventura, Corrida, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror";"Mass Effect trilogia";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-21 12:49:44;"Frequentemente";16;"Homem";"Mato Grosso – MT";"Estuda e Trabalha";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"4 GB";"Intel";"i5 4690k";"Loja física";NA;NA;"FPS/TPS";"Cs go";"R$151 a R$200"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-21 16:28:06;"Frequentemente";16;"Homem";"Espírito Santo – ES";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"AMD";"Ryzen";"Loja virtual";NA;NA;"FPS/TPS, Mundo Aberto, Sobrevivência, Battle Royale";"Atualmente PUBG";"Nada"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-21 17:58:28;"Frequentemente";18;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"12 GB";"Intel";"I7 7700K";"Loja virtual";NA;NA;"FPS/TPS";"CSGO";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-21 22:09:17;"Frequentemente";17;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 6400";"Loja virtual";NA;NA;"Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG";"CS:GO";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-21 23:01:26;"Frequentemente";18;"Homem";"Pará – PA";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 3330";"Loja virtual";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência";"Fortnite, Minecraft, GTA 5 (jogo muitos, não tenho um preferido) tem tempo q jogo mais uns e tempo q jogo outros";"Nada"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-22 00:35:14;"Regularmente";20;"Homem";"Distrito Federal – DF";"Só Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"A10 7850k";"Loja virtual";NA;NA;"FPS/TPS, RPG/MMORPG, Simulação, Sobrevivência";"Arma3";"Nada"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-22 00:39:56;"Frequentemente";40;"Homem";"Rio de Janeiro – RJ";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i3";"Loja virtual";NA;NA;"Corrida, Esporte, FPS/TPS";"WOT";"R$51 a R$100"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-22 01:05:51;"Regularmente";17;"Homem";"Rio Grande do Sul – RS";"Estuda e Trabalha";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 3330";"Loja física";NA;NA;"MOBA";"League Of Legends";"Nada"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-22 06:04:31;"Frequentemente";17;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"amd phenom x2";"Loja virtual";NA;NA;"Sobrevivência";"NENHUM";"Nada"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-22 09:03:39;"Frequentemente";16;"Homem";"Goiás – GO";"Estuda e Trabalha";"Ensino Fundamental Completo";"Desktop (PC de mesa)";"Sim";"mais de 16 GB";"Intel";"i7 8700k";"Loja virtual";NA;NA;"Corrida, MOBA, Simulação, Sobrevivência";"CSGO";"Nada"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-22 09:44:24;"Frequentemente";16;"Homem";"Piauí – PI";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I7 74000";"Loja virtual";NA;NA;"Aventura, Esporte, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência";"Fortnite";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-22 11:48:57;"Regularmente";17;"Homem";"Minas Gerais – MG";"Só Estuda";"Ensino Fundamental Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 2500s";"Loja física";NA;NA;"FPS/TPS, Mundo Aberto, Simulação, Sobrevivência";"Euro Truck Simulator 2";"R$1 a R$50"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-22 19:09:41;"Frequentemente";32;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i7 3770k";"Loja virtual";NA;NA;"ARCADE, Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência";"Tomb Raider";"R$51 a R$100"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-23 11:40:10;"Frequentemente";30;"Homem";"Espírito Santo – ES";"Estuda e Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"Core i5";"Loja física";NA;NA;"ARCADE, Aventura, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror";"World of Warcraft";"R$151 a R$200"
"nvidia";"gtx 1050ti";"4 GB";"858.71";"https://www.kabum.com.br/produto/85292/placa-de-video-asus-nvidia-geforce-gtx-1050-ti-phoenix-4gb-gddr5-ph-gtx1050ti-4g/?tag=gtx%201050ti";2019-06-24 11:05:55;"Frequentemente";18;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"FX 8350";"Loja virtual";NA;NA;"FPS/TPS, MOBA, RPG/MMORPG, Sobrevivência";"Lol";"Nada"
"nvidia";"gtx 1070ti";"8 GB";"2550";"https://produto.mercadolivre.com.br/MLB-1145431026-placa-de-video-nvidia-geforce-gtx-1070-ti-sc-8gb-gddr5-evga-_JM?quantity=1";2019-06-18 16:12:42;"Regularmente";24;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"AMD";"Ryzen 7 2700";"Loja virtual";NA;NA;"Corrida, FPS/TPS, Mundo Aberto, Sobrevivência";"Pubg";"Nada"
"nvidia";"gtx 1070ti";"8 GB";"2550";"https://produto.mercadolivre.com.br/MLB-1145431026-placa-de-video-nvidia-geforce-gtx-1070-ti-sc-8gb-gddr5-evga-_JM?quantity=1";2019-06-21 01:18:06;"Regularmente";19;"Homem";"Alagoas – AL";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I5 7400";"Loja virtual";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, Sobrevivência";"Bioshock infinite";"R$1 a R$50"
"nvidia";"gtx 1070ti";"8 GB";"2550";"https://produto.mercadolivre.com.br/MLB-1145431026-placa-de-video-nvidia-geforce-gtx-1070-ti-sc-8gb-gddr5-evga-_JM?quantity=1";2019-06-21 15:57:55;"Frequentemente";17;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i7 8700";"Loja virtual";NA;NA;"Corrida, FPS/TPS, MOBA, RPG/MMORPG, Simulação";"AUTOMATION";"mais de R$200"
"nvidia";"gtx 1070ti";"8 GB";"2550";"https://produto.mercadolivre.com.br/MLB-1145431026-placa-de-video-nvidia-geforce-gtx-1070-ti-sc-8gb-gddr5-evga-_JM?quantity=1";2019-06-21 22:01:03;"Frequentemente";22;"Homem";"Rio Grande do Sul – RS";"Não Estuda e Não Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"12 GB";"AMD";"AMD FX 8350";"Loja virtual";NA;NA;"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência";"Fps";"mais de R$200"
"nvidia";"gtx 1070ti";"8 GB";"2550";"https://produto.mercadolivre.com.br/MLB-1145431026-placa-de-video-nvidia-geforce-gtx-1070-ti-sc-8gb-gddr5-evga-_JM?quantity=1";2019-06-22 19:13:04;"Frequentemente";26;"Homem";"Amazonas – AM";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"mais de 16 GB";"Intel";"Intel Core i5 6600K";"Loja virtual";NA;NA;"ARCADE, Aventura, Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Simulação";"Super Metroid (SNES)";"R$51 a R$100"
"nvidia";"gtx 1080ti";"mais de 8 GB";"5000";"https://produto.mercadolivre.com.br/MLB-948546081-placa-de-video-asus-rog-strix-geforce-gtx-1080ti-oc-11gb-_JM?quantity=1";2019-06-17 22:55:21;"Frequentemente";18;"Homem";"Minas Gerais – MG";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"12 GB";"Intel";"Core i7 8700";"Loja virtual";NA;NA;"FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência";"The Elder Scrolls V: Skyrim";"R$51 a R$100"
